"TI","AB"
"THE APPLICATION OF ARTIFICIAL INTELLIGENCE AND BIG DATA IN THE FOOD INDUSTRY","OVER THE PAST FEW DECADES, THE FOOD INDUSTRY HAS UNDERGONE REVOLUTIONARY CHANGES DUE TO THE IMPACTS OF GLOBALIZATION, TECHNOLOGICAL ADVANCEMENTS, AND EVER-EVOLVING CONSUMER DEMANDS. ARTIFICIAL INTELLIGENCE (AI) AND BIG DATA HAVE BECOME PIVOTAL IN STRENGTHENING FOOD SAFETY, PRODUCTION, AND MARKETING. WITH THE CONTINUOUS EVOLUTION OF AI TECHNOLOGY AND BIG DATA ANALYTICS, THE FOOD INDUSTRY IS POISED TO EMBRACE FURTHER CHANGES AND DEVELOPMENTAL OPPORTUNITIES. AN INCREASING NUMBER OF FOOD ENTERPRISES WILL LEVERAGE AI AND BIG DATA TO ENHANCE PRODUCT QUALITY, MEET CONSUMER NEEDS, AND PROPEL THE INDUSTRY TOWARD A MORE INTELLIGENT AND SUSTAINABLE FUTURE. THIS REVIEW DELVES INTO THE APPLICATIONS OF AI AND BIG DATA IN THE FOOD SECTOR, EXAMINING THEIR IMPACTS ON PRODUCTION, QUALITY, SAFETY, RISK MANAGEMENT, AND CONSUMER INSIGHTS. FURTHERMORE, THE ADVENT OF INDUSTRY 4.0 APPLIED TO THE FOOD INDUSTRY HAS BROUGHT TO THE FORE TECHNOLOGIES SUCH AS SMART AGRICULTURE, ROBOTIC FARMING, DRONES, 3D PRINTING, AND DIGITAL TWINS; THE FOOD INDUSTRY ALSO FACES CHALLENGES IN SMART PRODUCTION AND SUSTAINABLE DEVELOPMENT GOING FORWARD. THIS REVIEW ARTICULATES THE CURRENT STATE OF AI AND BIG DATA APPLICATIONS IN THE FOOD INDUSTRY, ANALYSES THE CHALLENGES ENCOUNTERED, AND DISCUSSES VIABLE SOLUTIONS. LASTLY, IT OUTLINES THE FUTURE DEVELOPMENT TRENDS IN THE FOOD INDUSTRY."
"THE USE OF PREDICTIVE MICROBIOLOGY FOR THE PREDICTION OF THE SHELF LIFE OF FOOD PRODUCTS","MICROBIAL SHELF LIFE REFERS TO THE DURATION OF TIME DURING WHICH A FOOD PRODUCT REMAINS SAFE FOR CONSUMPTION IN TERMS OF ITS MICROBIOLOGICAL QUALITY. PREDICTIVE MICROBIOLOGY IS A FIELD OF SCIENCE THAT FOCUSES ON USING MATHEMATICAL MODELS AND COMPUTATIONAL TECHNIQUES TO PREDICT THE GROWTH, SURVIVAL, AND BEHAVIOUR OF MICROORGANISMS IN FOOD AND OTHER ENVIRONMENTS. THIS APPROACH ALLOWS RESEARCHERS, FOOD PRODUCERS, AND REGULATORY BODIES TO ASSESS THE POTENTIAL RISKS ASSOCIATED WITH MICROBIAL CONTAMINATION AND SPOILAGE, ENABLING INFORMED DECISIONS TO BE MADE REGARDING FOOD SAFETY, QUALITY, AND SHELF LIFE. TWO-STEP AND ONE-STEP MODELLING APPROACHES ARE MODELLING TECHNIQUES WITH PRIMARY AND SECONDARY MODELS BEING USED, WHILE THE MACHINE LEARNING APPROACH DOES NOT REQUIRE USING PRIMARY AND SECONDARY MODELS FOR DESCRIBING THE QUANTITATIVE BEHAVIOUR OF MICROORGANISMS, LEADING TO THE SPOILAGE OF FOOD PRODUCTS. THIS COMPREHENSIVE REVIEW DELVES INTO THE VARIOUS MODELLING TECHNIQUES THAT HAVE FOUND APPLICATIONS IN PREDICTIVE FOOD MICROBIOLOGY FOR ESTIMATING THE SHELF LIFE OF FOOD PRODUCTS. BY EXAMINING THE STRENGTHS, LIMITATIONS, AND IMPLICATIONS OF THE DIFFERENT APPROACHES, THIS REVIEW PROVIDES AN INVALUABLE RESOURCE FOR RESEARCHERS AND PRACTITIONERS SEEKING TO ENHANCE THE ACCURACY AND RELIABILITY OF MICROBIAL SHELF LIFE PREDICTIONS. ULTIMATELY, A DEEPER UNDERSTANDING OF THESE TECHNIQUES PROMISES TO ADVANCE THE DOMAIN OF PREDICTIVE FOOD MICROBIOLOGY, FOSTERING IMPROVED FOOD SAFETY PRACTICES, REDUCED WASTE, AND HEIGHTENED CONSUMER CONFIDENCE."
"TRACKING ANTIMICROBIAL RESISTANCE ALONG THE MEAT CHAIN: ONE HEALTH CONTEXT","FOOD-BORNE PATHOGENS AND ANTIMICROBIAL RESISTANCE (AMR) REPRESENT THE SIGNIFICANT PUBLIC HEALTH CHALLENGES IN THE 21ST CENTURY. INCREASED EMERGENCE OF AMR IN MAJOR ZOONOTIC FOOD-BORNE PATHOGENS (SALMONELLA, CAMPYLOBACTER) AND IN COMMENSAL BACTERIA (E. COLI, ENTEROCOCCI), ITS PRESENCE IN AGRO-FOOD (MEAT) CHAIN AND ENVIRONMENT, INCLUDING CONTROL/PREVENTION OF AMR TRANSFER FROM FOOD-PRODUCING ANIMALS TO HUMANS VIA FOOD CONSUMPTION, IS OF UTMOST IMPORTANCE FOR PUBLIC HEALTH. THIS REVIEW HIGHLIGHTS THE MOST RELEVANT RISK MITIGATION STRATEGIES FOR AMR IN THE MEAT PRODUCTION CHAIN WITHIN ONE HEALTH CONTEXT. THE MONITORING AND SURVEILLANCE SYSTEMS FOR AMR IN MEAT CHAIN ARE PRESENTED AND BRIEFLY DISCUSSED, INCLUDING SAMPLING SCHEMES, SUSCEPTIBILITY TESTING, CLINICAL RESISTANCE AND EPIDEMIOLOGICAL CUT-OFF VALUES. THE MOST EFFECTIVE APPROACHES TO TRACK AND MANAGE AMR IN FARM-ABATTOIRMEAT PROCESSING-RETAIL CONTINUUM HAVE BEEN RECOMMENDED, INCLUDING ASPECTS OF INTERNATIONAL HARMONIZATION OF CRITICALLY IMPORTANT ANTIMICROBIALS FOR HUMAN AND VETERINARY USE. THE SUCCESSFUL AMR MONITORING AND CONTROL IN THE MEAT CHAIN CAN BE ACHIEVED BY EVIDENCE-BASED AND INTEGRATED APPROACH WITHIN ONE HEALTH CONTEXT. THE APPLICATION OF STATE-OF-THE-ART TECHNOLOGIES AND METHODS FOR DETECTION AND TRACKING OF ZOONOTIC FOOD BORNE PATHOGENS AND AMR, SUCH AS WHOLE GENOME SEQUENCING SUPPORTED WITH DATA PROCESSING USING ARTIFICIAL INTELLIGENCE (MACHINE LEARNING), CAN CONTRIBUTE TO ACHIEVING THIS GOAL."
"VIRTUAL, AUGMENTED, AND MIXED REALITY AS A VERSATILE TOOL IN FOOD CONSUMER BEHAVIOR EVALUATION: RECENT ADVANCES IN AROMA, TASTE, AND TEXTURE INCORPORATION","THE PERCEPTUAL BEHAVIOR OF CONSUMERS ON A PRODUCT DISPLAYED IN THE MARKET HAS A VITAL ROLE IN ANALYZING THE IMPORTANCE GIVEN TO THAT PRODUCT. THEREFORE, VARIOUS STRATEGIES HAVE BEEN DEVELOPED TO UNDERSTAND THIS CONSUMER BEHAVIOR IN THE SELECTION OF PRODUCTS. IMMERSIVE TECHNOLOGIES LIKE VIRTUAL, AUGMENTED, AND MIXED REALITY ARE AMONG THEM. WITH THE FOREMOST FEATURE OF IMMERSION IN THE VIRTUAL WORLD AND INTERACTION OF USERS WITH VIRTUAL OBJECTS, VIRTUAL REALITY, AND AUGMENTED REALITY HAVE UNLOCKED THEIR POTENTIAL IN RESEARCH AND A USER-FRIENDLY TOOL FOR ANALYZING CONSUMER BEHAVIOR. IN ADDITION TO THESE TECHNOLOGIES, MIXED REALITY ALSO HAS A SIGNIFICANT ROLE IN INVESTIGATING CONSUMER BEHAVIOR. STUDIES ON IMMERSIVE TECHNOLOGIES IN FOOD APPLICATIONS ARE VAST, HENCE THIS REVIEW FOCUSES ON THE APPLICATIONS OF VIRTUAL, AUGMENTED, AND MIXED REALITY IN THE FOOD SELECTION BEHAVIOR OF CONSUMERS. THE BEHAVIORAL STUDIES ARE ELICITED TO DEVELOP NEW PRODUCTS BASED ON CONSUMER NEEDS, TO UNDERSTAND THE SHOPPING BEHAVIOR IN SUPERMARKETS FOR REAL-TIME USAGE, AND TO KNOW THE INFLUENCE OF EMOTIONS IN A SELECTION OF PRODUCTS. THE FINDINGS SUGGEST THAT VIRTUAL, AUGMENTED, AND MIXED REALITY INDUCE IMMERSION OF THE USERS IN FOOD SELECTION BEHAVIORAL STUDIES. INFORMATION ON THE TECHNOLOGICAL ADVANCEMENTS IN THE TOOLS USED FOR BRINGING IMMERSION AND INTERACTION ARE DISCUSSED FOR ITS FUTURISTIC APPLICATIONS IN FOOD. THOUGH IMMERSIVE TECHNOLOGY GIVES USERS A REALISTIC VIRTUAL ENVIRONMENT EXPERIENCE, ITS APPLICATION IN FOOD SYSTEMS IS IN THE BUDDING STAGE. MORE RESEARCH ON HUMAN RESPONSE STUDIES WOULD CONTRIBUTE TO ITS INNOVATIVE AND INEVITABLE APPLICATION IN THE FUTURE."
"A COMPREHENSIVE REVIEW ON ARTIFICIAL INTELLIGENCE ASSISTED TECHNOLOGIES IN FOOD INDUSTRY","DUE TO ESCALATING FOOD DEMAND IN TANDEM WITH THE GROWING GLOBAL POPULATION OVER THE PAST FEW DECADES, ARTIFICIAL INTELLIGENCE (AI) HAS BEEN IMPLEMENTED INTO FOOD BUSINESS. THE ABILITY OF THE AI-ASSISTED SYSTEMS TO PERFORM A VARIETY OF ACTIVITIES, INCLUDING DETERMINING FOOD QUALITY, PROVIDING CONTROL MECHANISMS, CATEGORISING FOODS, AND MAKING PREDICTIONS HAS INCREASED DEMAND FOR THEM IN THE FOOD SECTOR. IN ADDITION TO AI, APPLICATION OF SENSORS HAS ALSO ENHANCED IN FOOD INDUSTRY FOR VARIOUS APPLICATIONS E.G., FRESHNESS SENSING, PATHOGEN DETECTION, ADULTERATION DETECTION, FRAGRANCE DETECTION ETC. CURRENTLY, AI-ASSISTED SENSING SYSTEM NAMED AS INTELLIGENT SYSTEMS ARE INSTIGATED IN FOOD INDUSTRY. THIS TECHNOLOGY FUSION HAS A DISTINCT POTENTIAL TO REVOLUTIONISE THE ENTIRE FOOD INDUSTRY BY EFFICIENT FOOD MANUFACTURING, OPTIMAL FOOD PROCESSING AND HIGH-QUALITY FOOD PRODUCTION AND PRESERVATION. THEREFORE, IT IS NECESSARY TO HAVE COMPREHENSIVE INFORMATION RELATED TO THE LATEST ADVANCEMENTS IN THIS FIELD FOR BETTER UNDERSTANDING AND FUTURE RESEARCH ACTIVITY. THE CURRENT REVIEW DETAIL ABOUT DIFFERENT AI TECHNOLOGIES, ADVANCED SENSORS, INTELLIGENT SYSTEMS, AND ITS APPLICATIONS IN THE FOOD INDUSTRY. IT ALSO APPRISES THE DISTINCT ADVANTAGES AND PRESENT LIMITATIONS OF AI AND INTELLIGENT SYSTEMS WHICH PAVE THE PATH OF ENORMOUS POSSIBILITIES OF FUTURE RESEARCH AND DEVELOPMENT."
"ELECTRONIC NOSE AND ITS APPLICATION IN THE FOOD INDUSTRY: A REVIEW","FOOD IS CLOSELY RELATED TO HUMAN LIFE. WITH THE DEVELOPMENT OF THE TIMES, THE HUMAN DEMAND FOR FOOD HAS CHANGED DRAMATICALLY. PEOPLE PAY CLOSER ATTENTION TO THE SAFETY, HEALTH, COMPOSITION, BRAND, ORIGIN, AND PROCESSING METHOD OF FOOD, WHICH IS PRECISELY INSEPARABLE FROM FOOD TESTING TECHNOLOGY. CURRENTLY, THERE ARE MANY FOOD INSPECTION TECHNOLOGIES, AND THE ELECTRONIC NOSE (E-NOSE), AS AN EFFICIENT, FAST, NON-DESTRUCTIVE, AND PROMISING TECHNOLOGY, HAS BEEN SUCCESSFULLY APPLIED IN MANY ASPECTS OF THE FOOD INDUSTRY AND HAS SHOWN PROMISING RESULTS. THIS PAPER FIRST INTRODUCES THE BASIC PRINCIPLE AND COMPOSITION OF THE E-NOSE. THEN IT DESCRIBES IN DETAIL THE KEY ELEMENTS, INCLUDING GAS SENSOR SELECTION, SAMPLING METHOD DESIGN, DATA ACQUISITION AND INFORMATION PROCESSING. FURTHER SUMMARIZES THE VARIOUS TYPICAL APPLICATIONS OF E-NOSE TECHNOLOGY IN THE FOOD INDUSTRY IN RECENT YEARS, INCLUDING SIX APPLICATION DIRECTIONS: FRESHNESS ASSESSMENT, PROCESS MONITORING, FLAVOR EVALUATION, AUTHENTICITY EVALUATION, QUALITY CONTROL, ORIGIN TRACEABILITY AND PESTICIDE RESIDUE DETECTION. FINALLY, THE CRITICAL PROBLEMS THAT NEED TO BE SOLVED IN THE CURRENT APPLICATION OF E-NOSE TECHNOLOGY IN THE FOOD INDUSTRY ARE DISCUSSED, AND THE POTENTIAL FUTURE RESEARCH DIRECTIONS IN THIS FIELD ARE FORESEEN."
"ARTIFICIAL INTELLIGENCE AIDED LIPASE PRODUCTION AND ENGINEERING FOR ENZYMATIC PERFORMANCE IMPROVEMENT","WITH THE DEVELOPMENT OF ARTIFICIAL INTELLIGENCE (AI), TAILORING METHODS FOR ENZYME ENGINEERING HAVE BEEN WIDELY EXPANDED. ADDITIONAL PROTOCOLS BASED ON OPTIMIZED NETWORK MODELS HAVE BEEN USED TO PREDICT AND OPTIMIZE LIPASE PRODUCTION AS WELL AS PROPERTIES, NAMELY, CATALYTIC ACTIVITY, STABILITY, AND SUBSTRATE SPECIFICITY. HERE, DIFFERENT NETWORK MODELS AND ALGORITHMS FOR THE PREDICTION AND REFORMING OF LIPASE, FOCUSING ON ITS MODIFICATION METHODS AND CASES BASED ON AI, ARE REVIEWED IN TERMS OF BOTH THEIR ADVANTAGES AND DISADVANTAGES. DIFFERENT NEURAL NETWORKS COUPLED WITH VARIOUS ALGORITHMS ARE USUALLY APPLIED TO PREDICT THE MAXIMUM YIELD OF LIPASE BY OPTIMIZING THE EXTERNAL CULTIVATIONS FOR LIPASE PRODUCTION, WHILE ONE PART IS USED TO PREDICT THE MOLECULE VARIATIONS AFFECTING THE PROPERTIES OF LIPASE. HOWEVER, FEW STUDIES HAVE DIRECTLY UTILIZED AI TO ENGINEER LIPASE BY AFFECTING THE STRUCTURE OF THE ENZYME, AND A SET OF RESEARCH GAPS NEEDS TO BE EXPLORED. ADDITIONALLY, FUTURE PERSPECTIVES OF AI APPLICATION IN ENZYMES, INCLUDING LIPASE ENGINEERING, ARE DEDUCED TO HELP THE REDESIGN OF ENZYMES AND THE REFORM OF NEW FUNCTIONAL BIOCATALYSTS. THIS REVIEW PROVIDES A NEW HORIZON FOR DEVELOPING EFFECTIVE AND INNOVATIVE AI TOOLS FOR LIPASE PRODUCTION AND ENGINEERING AND FACILITATING LIPASE APPLICATIONS IN THE FOOD INDUSTRY AND BIOMASS CONVERSION."
"BLOCKCHAIN ADOPTION IN THE WINE SUPPLY CHAIN: A SYSTEMATIC LITERATURE REVIEW","BLOCKCHAIN OFFERS DECENTRALIZED, TRUSTWORTHY AND IMMUTABLE DATA STORAGE BASED ON DISTRIBUTED LEDGER TECHNOLOGY. BLOCKCHAIN TECHNOLOGY IS RECOGNIZED AS AN INNOVATION ENABLER IN MANY AREAS, WITH THE FOOD SUPPLY CHAIN BEING ONE OF THEM. THIS PAPER PROVIDES A SYSTEMATIC LITERATURE REVIEW OF THE CURRENT STATE OF ADOPTION OF BLOCKCHAIN TECHNOLOGY IN THE AGRI-FOOD SECTOR, SPECIFICALLY WITH A FOCUS ON THE WINE SUPPLY CHAIN. BLOCKCHAIN HAS THE POTENTIAL TO IMPROVE THE TRACEABILITY AND AUTHENTICITY OF THE DATA PROVENANCE OF WINE PRODUCTS, INCREASE CONSUMER TRUST, AND REDUCE FRAUD AND ERRORS. WITH THESE GOALS IN MIND, THIS STUDY IDENTIFIES THE MAIN RESEARCH QUESTIONS PERTINENT TO THE VALUE PROPOSITION AND COMPETITIVE ADVANTAGE OF BLOCKCHAIN TECHNOLOGY IN THE WINE VALUE CHAIN AND KEY PLAYERS INVOLVED IN THE AUTHENTICATION AND VALUE CHAIN RECORDING. THE PRISMA METHODOLOGY WAS ADOPTED TO IDENTIFY, SCREEN AND SELECT ONLY THE RELEVANT STUDIES THAT WERE INCLUDED IN THE ANALYSIS. THIS STUDY ALSO ADDRESSES THE LIMITATIONS AND CHALLENGES FOR ADOPTION, SUCH AS HIGH IMPLEMENTATION COST AND LACK OF COMPETENCES, AND THE NEED FOR STANDARDIZED PROTOCOLS AND REGULATIONS. FINALLY, THIS SYSTEMATIC LITERATURE REVIEW INCLUDES AN ANALYSIS OF REPORTS OF BLOCKCHAIN APPLICATIONS IN THE WINE SECTOR AND OUTLINES THE RECOMMENDATIONS FOR FUTURE RESEARCH TO FURTHER EXPLORE THE POTENTIAL OF BLOCKCHAIN-BASED SOLUTIONS THAT COULD BENEFIT ALL STAKEHOLDERS ACROSS THE WINE VALUE CHAIN."
"A COMPREHENSIVE REVIEW ON CRISPR AND ARTIFICIAL INTELLIGENCE BASED EMERGING FOOD PACKAGING TECHNOLOGY TO ENSURE ``SAFE FOOD''","IN THE FOOD INDUSTRY, FOOD QUALITY AND SAFETY ARE VITAL, AND IN THIS CASE, APPROPRIATE PACKAGING TECHNOLOGY CAN SIGNIFICANTLY ENSURE THE QUALITY OF FOOD FOR CONSUMERS. THEREFORE, INNOVATION IN FOOD PACKAGING TECHNOLOGY IS BELIEVED TO CATER TO THE RISING GLOBAL DEMAND FOR FOOD QUALITY AND SAFETY. THE APPLICATION OF CRISPR TECHNOLOGY FOR THE ULTRA-SENSITIVE DETECTION OF PATHOGENS AND FOOD CONTAMINANTS IN THE HEADSPACE OF PACKAGED FOOD CAN BE AN EMERGING STRATEGY TO PROTECT THE HEALTH OF CONSUMERS. CONSEQUENTLY, CRISPR-BASED INTELLIGENT PACKAGING TECHNOLOGY IS LIKELY TO PAVE THE WAY FOR THE FOOD INDUSTRY TO REALIZE THE REAL-TIME SURVEILLANCE OF FOOD CONTAMINANTS. MOREOVER, EXPLORING THE TECHNOLOGICAL ASPECT OF HOW DEEP LEARNING EMPOWERS FOOD QUALITY INSPECTION MAY FACILITATE GLOBAL FOOD SAFETY AND LEAD TO A HEALTHY SECURE ENVIRONMENT. THEREFORE, IN THIS REVIEW, WE ILLUSTRATE TECHNOLOGICAL ADVANCEMENT WITH REGARDS TO TRACEABILITY, COMPUTING AUTOMATION, AND BIG-DATA ANALYSIS, WHICH CAN BE AN ALTERNATIVE APPROACH TO CIRCUMVENT THE LIMITATIONS OF EXISTING PACKAGING ANALYTICS. ADDITIONALLY, THE COMBINATION OF CRISPR TECHNOLOGY WITH INTERCONNECTED DISCIPLINES MAY PROMPT NEW INTEREST IN THE NEXT-GENERATION PACKAGING SECTOR. IN THE FOOD INDUSTRY, FOOD QUALITY AND SAFETY ARE VITAL, AND IN THIS CASE, APPROPRIATE PACKAGING TECHNOLOGY CAN SIGNIFICANTLY ENSURE THE QUALITY OF FOOD FOR CONSUMERS."
"RECENT DEVELOPMENTS OF E-SENSING DEVICES COUPLED TO DATA PROCESSING TECHNIQUES IN FOOD QUALITY EVALUATION: A CRITICAL REVIEW","A GREATER DEMAND FOR HIGH-QUALITY FOOD IS BEING DRIVEN BY THE GROWTH OF ECONOMIC AND TECHNOLOGICAL ADVANCEMENTS. IN THIS CONTEXT, CONSUMERS ARE CURRENTLY PAYING SPECIAL ATTENTION TO ORGANOLEPTIC CHARACTERISTICS SUCH AS SMELL, TASTE, AND APPEARANCE. MOTIVATED TO MIMIC HUMAN SENSES, SCIENTISTS DEVELOPED ELECTRONIC DEVICES SUCH AS E-NOSES, E-TONGUES, AND E-EYES, TO SPOT SIGNALS RELATIVE TO DIFFERENT CHEMICAL SUBSTANCES PREVALENT IN FOOD SYSTEMS. TO INTERPRET THE INFORMATION PROVIDED BY THE SENSORS' RESPONSES, MULTIPLE CHEMOMETRIC APPROACHES ARE USED DEPENDING ON THE AIM OF THE STUDY. THIS REVIEW BASED ON THE WEB OF SCIENCE DATABASE, ENDEAVORED TO SCRUTINIZE THREE E-SENSING SYSTEMS COUPLED TO CHEMOMETRIC APPROACHES FOR FOOD QUALITY EVALUATION. A TOTAL OF 122 ELIGIBLE ARTICLES PERTAINING TO THE E-NOSE, E-TONGUE AND E-EYE DEVICES WERE SELECTED TO CONDUCT THIS REVIEW. MOST OF THE PERFORMED STUDIES USED EXPLORATORY ANALYSIS BASED ON LINEAR FACTORIAL METHODS, WHILE CLASSIFICATION AND REGRESSION TECHNIQUES CAME IN THE SECOND POSITION. ALTHOUGH THEIR APPLICATIONS HAVE BEEN LESS COMMON IN FOOD SCIENCE, IT IS TO BE NOTED THAT NONLINEAR APPROACHES BASED ON ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING DEPLOYED IN A BIG-DATA CONTEXT HAVE GENERALLY YIELDED BETTER RESULTS FOR CLASSIFICATION AND REGRESSION PURPOSES, PROVIDING NEW PERSPECTIVES FOR FUTURE STUDIES. WITHIN THE AGRI-FOOD SECTOR, E-NOSES, E-TONGUES, AND E-EYES GENERATE INTEREST. THIS REVIEW DELVES INTO THEIR PRINCIPLES, CHALLENGES, AND DATA PROCESSING METHODS, FEATURING CASE STUDIES THAT CONTRIBUTE TO THE ADVANCEMENT OF E-SENSING TECHNOLOGIES."
"REVIEW OF VISUAL ANALYTICS METHODS FOR FOOD SAFETY RISKS","WITH THE AVAILABILITY OF BIG DATA FOR FOOD SAFETY, MORE AND MORE ADVANCED DATA ANALYSIS METHODS ARE BEING APPLIED TO RISK ANALYSIS AND PREWARNING (RAPW). VISUAL ANALYTICS, WHICH HAS EMERGED IN RECENT YEARS, INTEGRATES HUMAN AND MACHINE INTELLIGENCE INTO THE DATA ANALYSIS PROCESS IN A VISUALLY INTERACTIVE MANNER, HELPING RESEARCHERS GAIN INSIGHTS INTO LARGE-SCALE DATA AND PROVIDING NEW SOLUTIONS FOR RAPW. THIS REVIEW PRESENTS THE DEVELOPMENTS IN VISUAL ANALYTICS FOR FOOD SAFETY RAPW IN THE PAST DECADE. FIRSTLY, THE DATA SOURCES, DATA CHARACTERISTICS, AND ANALYSIS TASKS IN THE FOOD SAFETY FIELD ARE SUMMARIZED. THEN, DATA ANALYSIS METHODS FOR FOUR TYPES OF ANALYSIS TASKS: ASSOCIATION ANALYSIS, RISK ASSESSMENT, RISK PREDICTION, AND FRAUD IDENTIFICATION, ARE REVIEWED. AFTER THAT, THE VISUALIZATION AND INTERACTION TECHNIQUES ARE REVIEWED FOR FOUR TYPES OF CHARACTERISTIC DATA: MULTIDIMENSIONAL, HIERARCHICAL, ASSOCIATIVE, AND SPATIAL-TEMPORAL DATA. FINALLY, OPPORTUNITIES AND CHALLENGES IN THIS AREA ARE PROPOSED, SUCH AS THE VISUAL ANALYSIS OF MULTIMODAL FOOD SAFETY DATA, THE APPLICATION OF ARTIFICIAL INTELLIGENCE TECHNIQUES IN THE VISUAL ANALYSIS PIPELINE, ETC."
"NON-DESTRUCTIVE OPTICAL SENSING TECHNOLOGIES FOR ADVANCING THE EGG INDUSTRY TOWARD INDUSTRY 4.0: A REVIEW","THE EGG IS CONSIDERED ONE OF THE BEST SOURCES OF DIETARY PROTEIN, AND HAS AN IMPORTANT ROLE IN HUMAN GROWTH AND DEVELOPMENT. WITH THE INCREASE IN THE WORLD'S POPULATION, PER CAPITA EGG CONSUMPTION IS ALSO INCREASING. GROUND-BREAKING TECHNOLOGICAL DEVELOPMENTS HAVE LED TO NUMEROUS INVENTIONS LIKE THE INTERNET OF THINGS (IOT), VARIOUS OPTICAL SENSORS, ROBOTICS, ARTIFICIAL INTELLIGENCE (AI), BIG DATA, AND CLOUD COMPUTING, TRANSFORMING THE CONVENTIONAL INDUSTRY INTO A SMART AND SUSTAINABLE EGG INDUSTRY, ALSO KNOWN AS EGG INDUSTRY 4.0 (EI 4.0). THE EI 4.0 CONCEPT HAS THE POTENTIAL TO IMPROVE AUTOMATION, ENHANCE BIOSECURITY, PROMOTE THE SAFEGUARDING OF ANIMAL WELFARE, INCREASE INTELLIGENT GRADING AND QUALITY INSPECTION, AND INCREASE EFFICIENCY. FOR A SUSTAINABLE INDUSTRY 4.0 TRANSFORMATION, IT IS IMPORTANT TO ANALYZE AVAILABLE TECHNOLOGIES, THE LATEST RESEARCH, EXISTING LIMITATIONS, AND PROSPECTS. THIS REVIEW EXAMINES THE EXISTING NON-DESTRUCTIVE OPTICAL SENSING TECHNOLOGIES FOR THE EGG INDUSTRY. IT PROVIDES INFORMATION AND INSIGHTS ON THE DIFFERENT COMPONENTS OF EI 4.0, INCLUDING EMERGING EI 4.0 TECHNOLOGIES FOR EGG PRODUCTION, QUALITY INSPECTION, AND GRADING. FURTHERMORE, DRAWBACKS OF CURRENT EI 4.0 TECHNOLOGIES, POTENTIAL WORKAROUNDS, AND FUTURE TRENDS WERE CRITICALLY ANALYZED. THIS REVIEW CAN HELP POLICYMAKERS, INDUSTRIALISTS, AND ACADEMICIANS TO BETTER UNDERSTAND THE INTEGRATION OF NON-DESTRUCTIVE TECHNOLOGIES AND AUTOMATION. THIS INTEGRATION HAS THE POTENTIAL TO INCREASE PRODUCTIVITY, IMPROVE QUALITY CONTROL, AND OPTIMIZE RESOURCE MANAGEMENT TOWARD SUSTAINABLE DEVELOPMENT OF THE EGG INDUSTRY."
"RECENT ADVANCES IN THE USE OF DIGITAL TECHNOLOGIES IN AGRI-FOOD PROCESSING: A SHORT REVIEW","THIS REVIEW PROVIDES AN OVERVIEW OF RECENT ADVANCES IN THE USE OF DIGITAL TECHNOLOGIES IN AGRI-FOOD PROCESSING. WITH THE INCREASING DEMAND FOR FOOD, THE AGRI-FOOD INDUSTRY MUST PRODUCE MORE FOOD WITH FEWER RESOURCES WHILE ALSO ADDRESSING SUSTAINABILITY CONCERNS. DIGITAL TECHNOLOGIES, SUCH AS THE INTERNET OF THINGS, ARTIFICIAL INTELLIGENCE, BLOCKCHAIN, AND ROBOTICS, ARE TRANSFORMING THE WAY FOOD IS PRODUCED, PROCESSED, AND DISTRIBUTED. THESE TECHNOLOGIES OFFER SEVERAL BENEFITS, INCLUDING INCREASED EFFICIENCY, IMPROVED PRODUCT QUALITY AND SAFETY, REDUCED WASTE, AND ENVIRONMENTAL SUSTAINABILITY. DIGITAL TECHNOLOGIES ENABLE REAL-TIME MONITORING OF CRITICAL PARAMETERS, SUCH AS TEMPERATURE, PH, AND MOISTURE, WHICH CAN HELP PREVENT SPOILAGE, REDUCE FOOD WASTE, AND ENSURE THAT SAFE AND HIGH-QUALITY FOOD REACHES CONSUMERS. THE REVIEW COVERS THE CHALLENGES AND OPPORTUNITIES FOR THE WIDER ADOPTION OF DIGITAL TECHNOLOGIES IN THE SECTOR, AS WELL AS POTENTIAL FUTURE DEVELOPMENTS. THE INDUSTRY HAS THE POTENTIAL TO UNDERGO A REVOLUTIONARY TRANSFORMATION AND TACKLE SIGNIFICANT CHALLENGES BY EMBRACING DIGITAL TECHNOLOGIES."
